AuthorId,PaperId
12442,796041
12442,802601
12442,808005
12442,810376
12442,837295
12442,846417
12442,900663
12442,920863
12442,959698
12442,992174
12442,993448
12442,1003404
12442,1042388
12442,1046814
12442,1059642
12442,1136934
12442,1185191
12442,1198238
12442,1232230
12442,1244604
12442,1269958
12442,1272722
12442,1283557
12442,1289959
12442,1294543
12442,1306514
12442,1317990
12442,1325738
12442,1363202
12442,1363795
12442,1378752
12442,1397756
12442,1488500
12442,1505655
12442,1523222
12442,1527902
12442,1540766
12442,1553440
12442,1555394
12442,1572877
12442,1589316
12442,1589526
12442,1618623
12442,1648339
12442,1656451
12442,1690597
12442,1701570
12442,1705507
12442,1719429
12442,1721132
12442,1728844
12442,1753695
12442,1765963
12442,1771399
12442,1801440
12442,1820623
12442,1845157
12442,1846808
12442,1865207
12442,1872796
12442,1876560
12442,1886294
12442,1894550
12442,1957549
12442,1971300
12442,1975156
12442,2020329
12442,2115328
12442,2133653
12442,2135312
12442,2139956
12442,2144561
12442,2162206
12442,2189862
12442,2220759
12442,2224947
12442,2235880
12526,20386
12526,20386
12526,127626
12526,127626
12526,139230
12526,139230
12526,206586
12526,206586
12526,206586
12526,206586
12526,206586
12526,206586
12526,224035
12526,224035
12526,230965
12526,293657
12526,307790
12526,307790
12526,672216
12526,672216
12526,765052
12526,765052
12526,765052
12526,831487
12526,831487
12526,859803
12526,860631
12526,860631
12526,860631
12526,860631
12526,862655
12526,862655
12526,867488
12526,867488
12526,885764
12526,885764
12526,911296
12526,911296
12526,945729
12526,945729
12526,1055094
12526,1055094
12526,1055094
12526,1055094
12526,1059942
12526,1073507
12526,1081479
12526,1081479
12526,1122754
12526,1122754
12526,1186316
12526,1186316
12526,1186316
12526,1186316
12526,1240435
12526,1240435
12526,1240435
12526,1240435
12526,1275559
12526,1275559
12526,1382922
12526,1382922
12526,1445279
12526,1445279
12526,1476245
12526,1476245
12526,1492621
12526,1492621
12526,1533541
12526,1533541
12526,1557845
12526,1557845
12526,1557845
12526,1557845
12526,1584954
12526,1584954
12526,1591891
12526,1591891
12526,1593718
12526,1593718
12526,1598021
12526,1598021
12526,1692609
12526,1692609
12526,1752078
12526,1760099
12526,1760099
12526,1785232
12526,1785232
12526,1785232
12526,1785232
12526,1798904
12526,1798904
12526,1810587
12526,1810587
12526,1900829
12526,1900829
12526,1900829
12526,1900829
12526,1928578
12526,1928578
12526,1947584
12526,1947584
12526,1947584
12526,1947584
12526,1963628
12526,1963628
12526,2002462
12526,2002462
12526,2140644
12526,2140644
12526,2140644
12526,2140644
12526,2144769
12526,2144769
12526,2144769
12526,2144769
12526,2198295
12526,2198295
12526,2232421
12526,2232421
14475,76923
14475,98898
14475,103126
14475,103126
14475,149493
14475,216882
14475,383365
14475,390131
14475,410954
14475,418601
14475,562091
14475,729961
14475,822169
14475,869175
14475,1032715
14475,1196007
14475,1196321
14475,1316105
14475,1367827
14475,1380331
14475,1622946
14475,1633698
14475,1690788
14475,1732821
14475,1738886
14475,1838271
14475,1950816
14475,1976922
14475,2081266
14475,2246643
14475,2246643
14957,17218
14957,27027
14957,31520
14957,52115
14957,57019
14957,106395
14957,111451
14957,124449
14957,125243
14957,129305
14957,142664
14957,171957
14957,200292
14957,209886
14957,250797
14957,257074
14957,266220
14957,298524
14957,309149
14957,373891
14957,395392
14957,395430
14957,431353
14957,446002
14957,580455
14957,623169
14957,663953
14957,671806
14957,674692
14957,714131
14957,737644
14957,757900
14957,762021
14957,789793
14957,800335
14957,831176
14957,856842
14957,884424
14957,895773
14957,906050
14957,919765
14957,926089
14957,931009
14957,1010488
14957,1019256
14957,1041097
14957,1109609
14957,1111935
14957,1137057
14957,1152768
14957,1173252
14957,1222385
14957,1230429
14957,1237474
14957,1238031
14957,1240611
14957,1251630
14957,1259077
14957,1294857
14957,1332698
14957,1343171
14957,1390416
14957,1397848
14957,1437432
14957,1452829
14957,1491414
14957,1537500
14957,1600031
14957,1601622
14957,1668836
14957,1699458
14957,1724256
14957,1729269
14957,1775295
14957,1820544
14957,1827210
14957,1889936
14957,1898441
14957,1951982
14957,1984139
14957,1990985
14957,2011788
14957,2022863
14957,2063178
14957,2074206
14957,2090581
14957,2094021
14957,2106579
14957,2143905
14957,2188201
14957,2208005
14957,2240085
15911,109546
15911,283129
15911,362785
15911,596477
15911,638588
15911,1648839
15911,1706344
16058,15762
16058,34718
16058,51047
16058,70412
16058,75245
16058,96977
16058,101881
16058,110720
16058,115744
16058,119842
16058,126244
16058,191623
16058,195118
16058,203465
16058,231563
16058,246114
16058,263208
16058,276132
16058,322039
16058,345392
16058,346417
16058,348862
16058,361824
16058,443071
16058,452561
16058,455365
16058,459470
16058,502497
16058,510243
16058,511690
16058,517282
16058,526055
16058,544499
16058,557003
16058,558789
16058,563636
16058,578044
16058,584666
16058,589901
16058,612045
16058,618945
16058,627891
16058,635318
16058,651069
16058,664462
16058,668528
16058,715882
16058,760961
16058,823622
16058,828268
16058,833036
16058,852800
16058,868403
16058,889542
16058,925451
16058,934626
16058,940836
16058,956725
16058,985225
16058,989783
16058,999989
16058,1025534
16058,1025764
16058,1045118
16058,1063253
16058,1082089
16058,1154940
16058,1155717
16058,1164795
16058,1206447
16058,1229278
16058,1237577
16058,1246136
16058,1253929
16058,1279486
16058,1286836
16058,1312435
16058,1314073
16058,1336019
16058,1336174
16058,1369537
16058,1393793
16058,1427890
16058,1435515
16058,1482461
16058,1486224
16058,1495511
16058,1505803
16058,1514915
16058,1515092
16058,1555566
16058,1609894
16058,1610552
16058,1619413
16058,1649544
16058,1652313
16058,1658787
16058,1665460
16058,1670053
16058,1683469
16058,1696940
16058,1713534
16058,1755185
16058,1763688
16058,1766619
16058,1779682
16058,1797168
16058,1797959
16058,1808350
16058,1823847
16058,1851830
16058,1854058
16058,1874875
16058,1881169
16058,1881992
16058,1893397
16058,1896810
16058,1899490
16058,1928997
16058,1929060
16058,1938353
16058,1940868
16058,1955960
16058,1966397
16058,1968553
16058,1973320
16058,1973845
16058,2039102
16058,2054068
16058,2074235
16058,2092515
16058,2096923
16058,2112381
16058,2113734
16058,2118610
16058,2149660
16058,2173690
16058,2178808
16058,2184777
16058,2231615
16058,2239154
16058,2257378
16642,283473
16642,651965
16642,729456
16642,1188440
16642,1440332
16642,1639631
16642,1781508
17473,1377
17473,6580
17473,9636
17473,17385
17473,17832
17473,43450
17473,51965
17473,76063
17473,103402
17473,112238
17473,128945
17473,146457
17473,154538
17473,204735
17473,212922
17473,232470
17473,250074
17473,253372
17473,305872
17473,321678
17473,338309
17473,348049
17473,358752
17473,386057
17473,391129
17473,396300
17473,421712
17473,424122
17473,430258
17473,452398
17473,466006
17473,469604
17473,476644
17473,482761
17473,499627
17473,553897
17473,561459
17473,566179
17473,582864
17473,584481
17473,610622
17473,618134
17473,621286
17473,659633
17473,699032
17473,706064
17473,707079
17473,724477
17473,734775
17473,745238
17473,746169
17473,748071
17473,754821
17473,758805
17473,771815
17473,773413
17473,784571
17473,793471
17473,801157
17473,805252
17473,833126
17473,840944
17473,894370
17473,905954
17473,910912
17473,915243
17473,930595
17473,942868
17473,992232
17473,1000436
17473,1009426
17473,1011088
17473,1018533
17473,1026977
17473,1044220
17473,1057034
17473,1071168
17473,1076295
17473,1078202
17473,1081059
17473,1095084
17473,1117733
17473,1126455
17473,1131259
17473,1138008
17473,1148868
17473,1150216
17473,1165316
17473,1170599
17473,1178438
17473,1202881
17473,1224660
17473,1253887
17473,1255751
17473,1260134
17473,1276715
17473,1289293
17473,1292693
17473,1311086
17473,1319284
17473,1325992
17473,1335200
17473,1387111
17473,1407537
17473,1443211
17473,1468036
17473,1470518
17473,1480134
17473,1484039
17473,1496513
17473,1502989
17473,1504618
17473,1519748
17473,1542484
17473,1545296
17473,1554960
17473,1576106
17473,1631153
17473,1631788
17473,1632753
17473,1637414
17473,1642730
17473,1650748
17473,1672858
17473,1674477
17473,1687310
17473,1690683
17473,1699766
17473,1709777
17473,1725679
17473,1742728
17473,1760263
17473,1768919
17473,1799769
17473,1830792
17473,1833017
17473,1833474
17473,1837497
17473,1850837
17473,1877159
17473,1904106
17473,1905926
17473,1944861
17473,1956856
17473,1986050
17473,1996606
17473,1999472
17473,2046807
17473,2058211
17473,2133463
17473,2134218
17473,2146673
17473,2152274
17473,2157235
17473,2163148
17473,2163344
17473,2172006
17473,2175370
17473,2185207
17473,2191097
17473,2194495
17473,2204005
17473,2209758
17473,2218543
17473,2227021
17603,397242
17603,440051
17603,661169
17603,666799
17603,800281
17603,1009865
17603,1100184
17603,1165113
17603,1634252
17603,1783023
17603,1924779
18119,43459
18119,74195
18119,133934
18119,151892
18119,194926
18119,210245
18119,230357
18119,243091
18119,248642
18119,287255
18119,313305
18119,381943
18119,487206
18119,508513
18119,538535
18119,543769
18119,625971
18119,641839
18119,673842
18119,696011
18119,789346
18119,845745
18119,876496
18119,879549
18119,886351
18119,895819
18119,903724
18119,911321
18119,912238
18119,948270
18119,950572
18119,954974
18119,973000
18119,981890
18119,1012065
18119,1014311
18119,1030984
18119,1236530
18119,1353488
18119,1377368
18119,1380488
18119,1411001
18119,1430742
18119,1446123
18119,1447576
18119,1487309
18119,1525405
18119,1527161
18119,1632094
18119,1641781
18119,1709775
18119,1716260
18119,1779501
18119,1791114
18119,1794720
18119,1847044
18119,1944538
18119,2112759
18119,2162528
18119,2175687
18119,2208205
18119,2251276
18603,14434
18603,18989
18603,73808
18603,105346
18603,106921
18603,161786
18603,234418
18603,332655
18603,359364
18603,369195
18603,372875
18603,406318
18603,421075
18603,438671
18603,456344
18603,476094
18603,507880
18603,513283
18603,538424
18603,568881
18603,576354
18603,635964
18603,636880
18603,637297
18603,707452
18603,760278
18603,767518
18603,806009
18603,811442
18603,857912
18603,905925
18603,925389
18603,933925
18603,965955
18603,1016366
18603,1035346
18603,1091331
18603,1115373
18603,1142274
18603,1156471
18603,1231068
18603,1261212
18603,1268067
18603,1292779
18603,1310493
18603,1346169
18603,1374628
18603,1386918
18603,1403418
18603,1438235
18603,1440892
18603,1490242
18603,1538324
18603,1553294
18603,1578379
18603,1578676
18603,1620684
18603,1646305
18603,1685478
18603,1701785
18603,1702220
18603,1704174
18603,1711027
18603,1714823
18603,1762506
18603,1789935
18603,1793171
18603,1824409
18603,1843372
18603,1852987
18603,1890961
18603,1891581
18603,1933936
18603,1942006
18603,1982782
18603,1987628
18603,2052856
18603,2107549
18603,2123133
18603,2146874
18603,2199021
18603,2211643
20962,5367
20962,18795
20962,52263
20962,56985
20962,64239
20962,89585
20962,90516
20962,269510
20962,273877
20962,287657
20962,294300
20962,308390
20962,388070
20962,389080
20962,434427
20962,449381
20962,456892
20962,531397
20962,538595
20962,590420
20962,602622
20962,688725
20962,691551
20962,699549
20962,704245
20962,719034
20962,758669
20962,759286
20962,779836
20962,834848
20962,880168
20962,904751
20962,958142
20962,1054735
20962,1131956
20962,1180548
20962,1242217
20962,1269654
20962,1353785
20962,1371157
20962,1386893
20962,1429000
20962,1575138
20962,1580671
20962,1632741
20962,1635140
20962,1685418
20962,1685787
20962,1703230
20962,1742689
20962,1753493
20962,1769298
20962,1821669
20962,1828156
20962,1959006
20962,1969076
20962,1986905
20962,1995606
20962,2002623
20962,2077737
20962,2083656
20962,2133989
20962,2136349
20962,2162684
20962,2169366
20962,2219377
21226,905
21226,1112
21226,1854
21226,5508
21226,8403
21226,8737
21226,10345
21226,11375
21226,14428
21226,16847
21226,17343
21226,25647
21226,26020
21226,30360
21226,32791
21226,35758
21226,49870
21226,52351
21226,54080
21226,55297
21226,62276
21226,65958
21226,70004
21226,72056
21226,72969
21226,88741
21226,94583
21226,98218
21226,106213
21226,115933
21226,119055
21226,120494
21226,120664
21226,123297
21226,126345
21226,129239
21226,144955
21226,145563
21226,149402
21226,153412
21226,156844
21226,158138
21226,160577
21226,165793
21226,169433
21226,171837
21226,184204
21226,186938
21226,193140
21226,195356
21226,198596
21226,200773
21226,205635
21226,206048
21226,214119
21226,214997
21226,216790
21226,219904
21226,224037
21226,233848
21226,242304
21226,246422
21226,246584
21226,247179
21226,248042
21226,251806
21226,255755
21226,266000
21226,267648
21226,278330
21226,279220
21226,288215
21226,290374
21226,292821
21226,293404
21226,302377
21226,306949
21226,310275
21226,315898
21226,321823
21226,323348
21226,323591
21226,333442
21226,335808
21226,336303
21226,337952
21226,340164
21226,349070
21226,353255
21226,365144
21226,369516
21226,376267
21226,379827
21226,385328
21226,386525
21226,390324
21226,390743
21226,390948
21226,402826
21226,410160
21226,415460
21226,416629
21226,417179
21226,421255
21226,425898
21226,429952
21226,432148
21226,433706
21226,442908
21226,445841
21226,457512
21226,461544
21226,477303
21226,480735
21226,483524
21226,484303
21226,489932
21226,490138
21226,490280
21226,514877
21226,524314
21226,528603
21226,529615
21226,533585
21226,534536
21226,535404
21226,536526
21226,540310
21226,542198
21226,545388
21226,547052
21226,547386
21226,551546
21226,556320
21226,561671
21226,569730
21226,573539
21226,574127
21226,580477
21226,581370
21226,585412
21226,593993
21226,614447
21226,616914
21226,619159
21226,624332
21226,628745
21226,630483
21226,633510
21226,639178
21226,639848
21226,640049
21226,640233
21226,645159
21226,646949
21226,647990
21226,656475
21226,658791
21226,665970
21226,667380
21226,671132
21226,672633
21226,676315
21226,676806
21226,688170
21226,690343
21226,692765
21226,695220
21226,697161
21226,706681
21226,708115
21226,708875
21226,717351
21226,718220
21226,723149
21226,723230
21226,724663
21226,729183
21226,738006
21226,740195
21226,750533
21226,760189
21226,760623
21226,765434
21226,766499
21226,767892
21226,768880
21226,770296
21226,777385
21226,779089
21226,780057
21226,781846
21226,786842
21226,787441
21226,794053
21226,799273
21226,801263
21226,801872
21226,807869
21226,809130
21226,813822
21226,815269
21226,817006
21226,817907
21226,821221
21226,827435
21226,828616
21226,829240
21226,832076
21226,841693
21226,845247
21226,847130
21226,847556
21226,849846
21226,855806
21226,867415
21226,874558
21226,877735
21226,895233
21226,896786
21226,898793
21226,899559
21226,905466
21226,906940
21226,910200
21226,912496
21226,914589
21226,918453
21226,918833
21226,921082
21226,931815
21226,934422
21226,940012
21226,942040
21226,944446
21226,958800
21226,958809
21226,962972
21226,965326
21226,965452
21226,968765
21226,968922
21226,969884
21226,970575
21226,971864
21226,972252
21226,974837
21226,979413
21226,982914
21226,991911
21226,993883
21226,996029
21226,997613
21226,999137
21226,999580
21226,1002183
21226,1002842
21226,1005914
21226,1006564
21226,1007282
21226,1033859
21226,1039747
21226,1044324
21226,1044537
21226,1054902
21226,1055515
21226,1066134
21226,1066416
21226,1077231
21226,1078280
21226,1078719
21226,1080732
21226,1084759
21226,1087019
21226,1087343
21226,1088775
21226,1088845
21226,1090184
21226,1093445
21226,1097488
21226,1098391
21226,1106720
21226,1114741
21226,1115606
21226,1116535
21226,1117962
21226,1120664
21226,1127959
21226,1128573
21226,1135692
21226,1144495
21226,1150283
21226,1153955
21226,1154222
21226,1158364
21226,1165720
21226,1171172
21226,1172326
21226,1172816
21226,1179137
21226,1204916
21226,1212828
21226,1214135
21226,1218321
21226,1218860
21226,1219849
21226,1220863
21226,1225652
21226,1227847
21226,1229188
21226,1233542
21226,1234819
21226,1238869
21226,1239995
21226,1240647
21226,1243250
21226,1247680
21226,1249131
21226,1251401
21226,1253915
21226,1256377
21226,1258013
21226,1263140
21226,1266216
21226,1269561
21226,1275961
21226,1276139
21226,1277313
21226,1281454
21226,1283544
21226,1289003
21226,1289234
21226,1296956
21226,1300691
21226,1301788
21226,1302357
21226,1304758
21226,1305701
21226,1311652
21226,1315960
21226,1323080
21226,1326801
21226,1329142
21226,1337997
21226,1338957
21226,1339119
21226,1339488
21226,1348075
21226,1352117
21226,1352505
21226,1354667
21226,1365001
21226,1366514
21226,1369423
21226,1369712
21226,1369782
21226,1369864
21226,1370502
21226,1371653
21226,1371693
21226,1380993
21226,1382719
21226,1382871
21226,1383521
21226,1386138
21226,1392685
21226,1399524
21226,1406615
21226,1409470
21226,1412556
21226,1414166
21226,1414488
21226,1414827
21226,1427047
21226,1431782
21226,1449223
21226,1453618
21226,1469080
21226,1469401
21226,1474231
21226,1486736
21226,1487090
21226,1487262
21226,1491079
21226,1492969
21226,1498178
21226,1501838
21226,1502304
21226,1506557
21226,1510573
21226,1518233
21226,1521894
21226,1523843
21226,1524556
21226,1524779
21226,1531010
21226,1531331
21226,1541824
21226,1545013
21226,1545074
21226,1549497
21226,1552354
21226,1553391
21226,1558219
21226,1560864
21226,1561332
21226,1572255
21226,1576219
21226,1585188
21226,1588275
21226,1592016
21226,1592828
21226,1594669
21226,1596206
21226,1596333
21226,1596395
21226,1602608
21226,1603634
21226,1604197
21226,1606288
21226,1613809
21226,1619881
21226,1622473
21226,1623750
21226,1631525
21226,1633004
21226,1640493
21226,1641726
21226,1654574
21226,1654866
21226,1656763
21226,1661118
21226,1666896
21226,1667099
21226,1672636
21226,1672873
21226,1673159
21226,1673794
21226,1675502
21226,1676946
21226,1679279
21226,1680241
21226,1685198
21226,1687814
21226,1688275
21226,1690577
21226,1701609
21226,1712106
21226,1712557
21226,1712937
21226,1715667
21226,1717306
21226,1728232
21226,1732040
21226,1732280
21226,1738808
21226,1739892
21226,1750607
21226,1760788
21226,1760967
21226,1761192
21226,1768230
21226,1784359
21226,1786608
21226,1790114
21226,1803386
21226,1806348
21226,1818653
21226,1829608
21226,1833869
21226,1834431
21226,1838118
21226,1845625
21226,1846103
21226,1854484
21226,1854845
21226,1860331
21226,1861488
21226,1866219
21226,1867521
21226,1874699
21226,1876408
21226,1878033
21226,1879131
21226,1880171
21226,1882347
21226,1882637
21226,1892555
21226,1895001
21226,1898961
21226,1900369
21226,1904502
21226,1906069
21226,1910487
21226,1912172
21226,1924557
21226,1925463
21226,1928145
21226,1930227
21226,1933238
21226,1933845
21226,1934975
21226,1939201
21226,1953119
21226,1957476
21226,1958939
21226,1960177
21226,1963993
21226,1968028
21226,1972547
21226,1973647
21226,1983455
21226,1985581
21226,1992849
21226,1993513
21226,1996414
21226,2000870
21226,2001113
21226,2001249
21226,2002077
21226,2002092
21226,2004281
21226,2014791
21226,2014930
21226,2015872
21226,2018348
21226,2026103
21226,2026508
21226,2032612
21226,2035076
21226,2038350
21226,2039493
21226,2040891
21226,2045148
21226,2045995
21226,2046087
21226,2050030
21226,2050278
21226,2056568
21226,2056942
21226,2060888
21226,2067839
21226,2068385
21226,2069712
21226,2071116
21226,2079944
21226,2081629
21226,2087474
21226,2094622
21226,2098704
21226,2099503
21226,2107247
21226,2116427
21226,2122205
21226,2122697
21226,2127180
21226,2130378
21226,2134076
21226,2140229
21226,2142526
21226,2143695
21226,2155282
21226,2160033
21226,2173639
21226,2174930
21226,2176606
21226,2179168
21226,2184592
21226,2186852
21226,2189094
21226,2192420
21226,2192753
21226,2194323
21226,2195254
21226,2204646
21226,2205593
21226,2212174
21226,2223963
21226,2226675
21226,2228823
21226,2229018
21226,2229424
21226,2237812
21226,2240407
21226,2245491
21226,2250066
21435,50275
21435,133122
21435,135528
21435,444917
21435,1205186
21435,1658693
21435,1932872
21435,2052730
21435,2097209
21435,2201089
21435,2247812
22071,616836
22071,708887
22071,980373
22071,1460042
22071,1739173
22071,2185119
22868,145618
22868,265758
22868,374931
22868,798908
22868,944916
22868,988122
22868,1013829
22868,1029848
22868,1377315
22868,1387846
22868,1435006
22868,1440652
22868,1533281
22868,1708708
22868,1791508
22868,1974787
22868,2223275
23508,57551
23508,93219
23508,101740
23508,130634
23508,146345
23508,182832
23508,183193
23508,186079
23508,186251
23508,227256
23508,254417
23508,262582
23508,286346
23508,368672
23508,397364
23508,397501
23508,411022
23508,421108
23508,456286
23508,505460
23508,517227
23508,527330
23508,531279
23508,552579
23508,562615
23508,563533
23508,595374
23508,677030
23508,689092
23508,691236
23508,720183
23508,788494
23508,825007
23508,831070
23508,881836
23508,886120
23508,888470
23508,930012
23508,971573
23508,972229
23508,979167
23508,1017457
23508,1025960
23508,1068785
23508,1163062
23508,1177437
23508,1209369
23508,1221479
23508,1247251
23508,1254456
23508,1279687
23508,1331124
23508,1340537
23508,1367245
23508,1397656
23508,1445411
23508,1507509
23508,1515115
23508,1525940
23508,1527069
23508,1601776
23508,1619579
23508,1621048
23508,1639335
23508,1690810
23508,1750969
23508,1779561
23508,1795263
23508,1800228
23508,1809454
23508,1837666
23508,1862148
23508,1868151
23508,1935153
23508,1974387
23508,2026126
23508,2045360
23508,2056537
23508,2075562
23508,2087116
23508,2118654
23508,2157315
23713,14935
23713,29857
23713,40500
23713,45389
23713,60770
23713,61445
23713,67118
23713,71325
23713,109516
23713,120249
23713,125580
23713,144440
23713,144789
23713,172724
23713,186483
23713,186994
23713,188389
23713,204670
23713,212131
23713,217082
23713,233867
23713,247925
23713,266100
23713,280311
23713,288156
23713,315468
23713,323781
23713,326586
23713,342332
23713,343685
23713,386542
23713,389260
23713,404246
23713,405802
23713,412163
23713,416779
23713,453770
23713,456904
23713,463130
23713,476686
23713,483099
23713,492748
23713,507555
23713,507692
23713,511204
23713,530638
23713,565634
23713,568351
23713,583112
23713,587586
23713,591114
23713,609722
23713,639395
23713,659591
23713,665038
23713,695642
23713,704138
23713,706426
23713,708835
23713,713156
23713,726375
23713,734516
23713,771458
23713,793627
23713,796364
23713,800776
23713,809403
23713,812849
23713,819062
23713,835015
23713,881548
23713,898818
23713,899757
23713,903660
23713,903960
23713,907288
23713,929435
23713,931284
23713,936476
23713,947127
23713,947565
23713,957815
23713,963877
23713,971322
23713,978273
23713,979771
23713,987898
23713,1000178
23713,1002757
23713,1042801
23713,1080804
23713,1086943
23713,1094656
23713,1101768
23713,1104951
23713,1127921
23713,1134671
23713,1176494
23713,1203879
23713,1231277
23713,1243249
23713,1283695
23713,1295980
23713,1312919
23713,1350117
23713,1364394
23713,1364625
23713,1364702
23713,1366271
23713,1384236
23713,1395504
23713,1436315
23713,1445689
23713,1451968
23713,1452449
23713,1469224
23713,1478431
23713,1486463
23713,1490867
23713,1490890
23713,1490982
23713,1498546
23713,1500936
23713,1503961
23713,1504716
23713,1514988
23713,1525182
23713,1532248
23713,1553223
23713,1568243
23713,1568954
23713,1569680
23713,1577380
23713,1580688
23713,1600469
23713,1633211
23713,1636834
23713,1645233
23713,1661737
23713,1685981
23713,1705502
23713,1707949
23713,1717830
23713,1720228
23713,1722724
23713,1731005
23713,1731156
23713,1745463
23713,1749235
23713,1750840
23713,1764507
23713,1766403
23713,1819574
23713,1869521
23713,1882166
23713,1888891
23713,1928122
23713,1942668
23713,1947871
23713,1970108
23713,1973968
23713,1974019
23713,1991321
23713,1999356
23713,2004914
23713,2023171
23713,2034381
23713,2054052
23713,2066539
23713,2078869
23713,2086179
23713,2118897
23713,2125974
23713,2163272
23713,2178912
23713,2185498
23713,2193158
23713,2193380
23713,2206918
23713,2217022
23713,2225752
23713,2225843
23713,2230869
23713,2241919
23713,2242219
23713,2257524
25210,1025806
25210,1243056
26965,245240
26965,331610
26965,342712
26965,395396
26965,432727
26965,524773
26965,714321
26965,724492
26965,737472
26965,805061
26965,823334
26965,1037983
26965,1097302
26965,1129214
26965,1235070
26965,1329199
26965,1374324
26965,1401574
26965,1450735
26965,1666166
26965,1684116
26965,1722063
26965,1818314
26965,2037304
30184,187842
30184,284664
30184,416350
30184,457991
30184,503756
30184,508342
30184,508547
30184,541321
30184,636482
30184,722174
30184,1016360
30184,1064251
30184,1084569
30184,1108289
30184,1231876
30184,1241932
30184,1358691
30184,1422558
30184,1575911
30184,1748345
30184,1859660
30184,2033388
30184,2081124
31404,20971
31404,160283
31404,443644
31404,458175
31404,498452
31404,571882
31404,780369
31404,949402
31404,1028543
31404,1092616
31404,1128554
31404,1394730
31404,1564550
31404,1669065
31404,1718035
31404,1786743
31404,2033304
31755,21680
31755,24316
31755,1780664
31755,1947986
31809,30387
31809,41808
31809,44186
31809,72883
31809,78031
31809,92092
31809,112961
31809,115151
31809,123820
31809,137481
31809,142550
