AuthorId,PaperIds
917544,1738711 2169406 2071370 829840 955589 1245223 862534 2258461 124349 1126126 1832195 2104492 1013404 456100 1032620 357608 676902 1454515 693029 1098331 588407 2231184 286602
1277995,1425300 1532332 1730401 346504 655320 1508259 1497565 936117 1344981 793832 2047856 1119002 633057 1993647 1461781 2098280 1250012 469437 1376700 1438944 91203 1768669 1001429 1318309 2097576 169441 464125 242519 1316457 335213 1778586 608 1646956 1227568 676337 609301 2102741 382880 1003158 687866 2184476 1603201 240380 1987312 2099427 401907 2043003 1142629 1859971 1440484 1561811 1939514 346606 556819 1464798 1961316 1140647 633641 582860 2215655 1706844 1710726 953181 614646 1210721 782232 1249490 1099806
499759,1773858 1325414 1553110 1900020 554064 1814 1289008 2116836 1138974 1580587 154142 650006 2025683 2167675 190776 418190 436882 2215446 1424633 683026 561619 1038421 761486 575478 1070245 396620 1928214 1026501 1559625 1456116 1865590 1448798 1804043 1629074 995737 753516 1406166 925936 968564 500591 2042924 1664480 1389594 1595233 1816017 451534 1866936 150429 840377 1812449 1783685 1365458 1372370 1173514 239883 2054550 762789 2210817 347776 1313477 1208445 2258961 1369154 420455 243461 596530 258959 1310484 1537950 1032329 1661524 1135052 786359 1289065 159766 1322537 1920658 1010017 1335650 189173 155648 1218221 1899160 672295 1446126 429356 2157519 1659772 1577209 1453035 599815 500646 435524 1493583 1586837 1245466 387285
1163312,612531 499791 1881687 1024746 366615 2160858 98969
1868537,296759 82327 1635589 168656 254250 1226923 1388588 1610408 1204268
442422,141979 1318351 2058107 908782
909367,911281 1634175 1473100 1552118 1362687 689784 1318952 61017 1285754 25447 904587 1157083 2049360 1490803 1804723 1027720 254600 2014473 2122563 1922007 186144 428981 343201 1429480 155933 1895118 174866 1666289 147434
2015289,956333 500366 1651868 697786 31512 92845 2140692 1652811 955704 301732 730898 482525 464832 146505 1108231 1224844 2001685 1855647 1642879 1199172 1056150 960164 955935 642608 501107 2192840 1218622 1461758 1152333 934563 687449 1710751 1278108 87840 1704925 1147724 571937 1185083 2177003 1689092 1744964 2231070 793794 2232029 27499 251130 1102614 310556 1411185 1439110 918897 1748461 1215386 305678 1360478 1661343 1963798 1259337 427324 1433763 752353 1797149 1114566 805054 561937 1949601 1886762 437998 899846 1417968 1031503 239563 1080496 2162180 1968614 1117386 2166661 1261851 1259847 1226972 946055 134492 1486960 229944 1403947 1140011 1606388 414570 428730 1883783 930342 859330 548160 447750 1651058 688501 2031179 1844865 1813101 1592709 1500529 1025008 386006 185681 2162072 284916 2252201 2018586 135301 2134840 1528343 1416877 765286 2107104 862030 325897 960445 1383195 487246 696590 218353 899601 434139 387000 1890517 1709925 699473 173730 80897 33171 2005037 784894 1807723 1729827 1413547 1356947 1180928 1081369 899354 894037 557103 424757 331204 320358 213038 119732 426584 338387 289775 1771174 367400 345446 546423 1919605 2104762 1058687 39445 673722 163735 648914 149306 1256741 247285 715783 201670 2083976 1270117 1241835 1859937 256592 82112 145074 1796794 1067307 2191680 500720 1260681 1611675 164219 106972 1775622 771608 1916517 1968602 1983288 1814974 305395 194286 1445600 144585 2076254 2139772 2084552 1455373 375401 81922 2113058 1166778 1148336 2148252 1957006 160710 969258 1537936 1671848 1887019 672332 103182 458874 358846 111220 1322254 851492 689818 817730 1971069 1729339 1685299 583188 2199950 2203322 2094705 1775170 1596403 1935544 1643482 1059401 729700 796718 661620 2156540 1927627 1555473 1285386 885693 622555 557324 2074779 341614 2245311 1244303 464569 158043 337125 1999868 1817558 269693 75299 1190059 571282 509807 826434 2020579 1934146 1830158 1053351 698884 94149 1034463 642910 758796 549497 377758 990008 1583828 552800 1414500 797340 1654229 968825 1677624 1568486 880847 1932000 711076 1469642 616441 1481372 1407175 679077 1943741 1135606 900388 674743 125664 849545 1792538 1338364 11681 2012605 1743648 1141801 2041942 844743 1950762 485239 1087637 789397 1148743 1382565 952366 904683 1682553 362023 1649323 1793979 500397 1389058 792451 2166105 2135893 2061807 2044192 1848852 1848429 1800999 1709750 1702932 1675342 1374652 1301789 1102280 792280 626324 592581 522962 417604 167085 48329 1937947 1459472 1248459 610101 266416 2222659 1880812 61396 1944505 342623 1759417 1588069 1441893 979704 545962 1917372 1856464 222889 81204 8149 1811960 1809059 1356354 794442 1321042 313625
1032254,518020 309578 46610 659991 12892 1721642 834232 1793810 1437063 964653 798895 1226790 340744 1812353 1673658 175269 1362489 1027638 667848 494553 1597289 2035066 2114327 1194041 1819851 946077 855122 602791 180594 1072778 160920 456640 1661031 1402710 2057578 1670832 1542144 1229162 383281 2198939 2117216 2240985 1703912 56890 775178 1191736 527066 2082057 1938362 1161858 912170 2114276 1157873 573080 1368777 1597868 319916 99658 1987627 487724 6310 1571958 362203 1180935 638726 232159 1440710 1693282 617089 471322 1023138 1692462 662380 1710808 527070 379318 1365160 1287902 494685 615972 1453741 2198578 931494 1012690 2165403 593191 1331902 2066309 272251 1392929 1703117 272342 1507074 126159 1950618 1292079 256392 1984629 1838663 301963 1993386 1515439 1700878 1480128 2092016 1529048 906192 806709 788206 539793 95192 1742248 1143792 194239 1998175 380282 481927 2209157 31399 1642865 1419278 331199 1485261 1733357 1889410 2083121 1989911 1515691 890420 1404238 723241 694008 2014836 2014836 1653777 1911223 881487 670192 1168618 1455314 818670 1188151 490415 2231097 2231097 1405823 791969 600690 643100 1684854 1684854 1581076 1226929 1226929 1230933 1230933 1438504
1951072,2245302 1462822 129700 807693 1024902 1024902 1892141 331435 1232622 1232622 50805 2206639 1718067 653997 1759760 1759760 1759760
1672159,1645679 1510521 2126788 118767 732080 1662642 388295 534067 1060433 1139924 932497 1162130 840246 1819612 776229 1852484 654638 2181233 2156805 645252 384142 1696343 66937 103945 1952584 279305 1332850 1377597 1333521 1276161 599064 1541114 445879 2013251 1577915 1120211 71366 738477 1049191 2251622 160304 1690848 1279518 886987 1458413 1160613 549060 1892217 2139456 378604 1439913 1879889 1020449 221722 122452 1892694 1530178 1979541 1407478 685671 1135235 1579558 841829 140567 1415452 1146341 1336702 605388 2161325 425571 2100382 1099817 1976018 1605193 705318 2081104 1732152 613096 1385048 1058376 715588 1955995 540885 519883 244963 2159348 1657051 2067332 1378603 900767 514514 2097730 2014356 964335 506790 1954415 1487934 802827 2012778 1748652 938918 359470 1330538 1605369 1483792 953899 659124 2064343 1263014 812840 242371 235300 1739292 2205678 1405554 1206465 1475227 1897084 438585 104873 1282629 1108716 322632 1167440 926212 671963 489000 40517 388805 2013163 1868176 1385014 2064595 1365868 1876882 1399279
2037089,2081019 1848810 1818395 1808249 1793858 1771090 1745587 1594079 959248 955956 767107 118710 242113 178399 606648 881531 536378 1509962 1374942 804103 152383 211028 162361 1893309 1831911 97122 533400 919338 1794063 1864525 1413862 2201897 729043 811196 390972 1697825 1838775 1807766 1023951 624107 440726 1688315 1306049 1397382 2026247 2005560 1902104 1156280 315995 627309 371091 301767 477971 224863 2139738 536364 2047917 695453 1518312 1382805 1404598
2138190,219897 219897 2196546 2196546 967038 967038 1637957 1637957 1077991 1077991 657912 657912 208670 208670 311083 311083 1894026 1859272 1546734 2055362 2234270 244504 1211735 524867
1122383,402934 1986868
90195,1975929 1559622 1872727 580689 642804 1452150 2125411 1168472 1792751 1591073 506437 1172848 1811523 1906456 659433 1622142 1575849 2043049 1850674 1552099 1223157 1126381 779185 536123 1035358 1414618 2092210 800767 152197 143045 542318 53567 287175 395109 228377 1287759 691267 183563 2254572 1493293 1402626 936055 336880 1148477 828908 222700 1623254 209989 202522 2212213 1536852 1358171 1469462 1308348 1516068 1417476 1923691 1327447 2062769 1753482 1825170 1111717 1187341 116023 1783791 1927702 2112089 1424851 2153646 746177 981186 1695788 235043 217190 2113078
1409108,1873970 1716749 1990664 1085046 942183 1255155 1179373 829275 2082822 721396 1906454 688949 425262 639525 2223834 1901377 656445 457850 1702084 565002 287719 1347402 2203082 558778 232251 1067983 709043
2252885,665712 1726861 1965108 1590758 501447 1823197
245851,1340720 1021665 406829 87575 107353 750471 872913 240788 1812748 481041 2006562 1523193 60326 2214432 1238024 797660 22318 2070494 2127759 1824288 2175674 170357 1332978 219923 42668 1921491 736434 240424 2175865
933985,685966 631716 500761 1091302 2238814 1238633 1926537 736025 699272 1438898 474721 2245274 2046547 170503 1709367 564503 1887397 274944 1209747 918513 1151847 288543 134462 759504 1550881 432816 750199 1466868 2181220 1152711 954335 993699 1940918 1968219 563081 1490801 1086073 2122562 172667 1012114 2247137 589789 852062 1834123 2162157 610538 528646 6477 2076548 339368 1752275 1197154 1620018 1207944 1556866 1103881 1731305 1940835 871109 273866 1426371 164694 1513971 1502743 1146317 2096713 1351644 2255948 309756 1624073 340840 163933 1258351 351527 2179815 1880676 2015554 2212447 987630 1262070 303039 2179789 91892 1949557 908985 546625 241597 167262 34483 1170725 137172 1156229 2069151 1491558 1413941 1568739 2030341 352170 1965250 2121677 835415 964495 545484 407915 2127020 2219045 1986198 1339699 1004631 324766 466582 680948 208851 1739011 1220342 2078758 2057006 1082846 1708114 1213130 100789 1039571 426426 293391 1717675 1887460 1561414 2239524 1078913 297162 2141209 893858 2108175 1128505 1619209 1522172 652545 1194284 393328 943892 211256 1392756 1492016 1271542 555853 562226 2253681 1849829 2239739 86557 1129290 1096488 341476 518925 394267 1610535 591072 1887632 1630205 1169410 312501 1666489 1236305 1223263 693619 1006858 346669 2025894 770405 590883 1647328 612719 1901263 2078864 2026696 1373835 1955080 1888236 1871907 1814962 1315206 151829 2191948 580819 166870 753584 1211572 2035518 1221518 1745303 2188823 1665007 898393 837635 516393 1563840 1585029 973397 1644384 492924 1834692 357479 757806 1169247 1037629 1045929 966254 1262440 1838099 1785141 1458076 1301036 2111530 490748 1298615 1841058 886697 1841148 2118936 122829 731660 151070 1216508 1899478 1833188 1486395 1423211 778588 683047 1023903 1234710 1310302 422338 1272523 1139387 2121828 1535532 270262 302477 1168855 633481 167919 865374 314000 91796 150760 204407 738953 2200334 2181875 1895806 1917222 988884 1284667 112153 1252616 896367 316950 1180941 92075 1170311 702224 1511395 1193848 201374 153292 1702060 339634 2221334 2058118 258732 762049 871125 546188 472269 1794866 482526 664182 1984738 666709 1066478 1618205 388326 1163413 1473690 1513483 673127 535526 2186676 23238 1113717 382947 1046251 1555284 117487 970505 322663 1445972 1026249 1876141 887558 1784509 1634678 1420306 1517705 2114772 2022619 2253856 1111789 437809 1115694 355606 913455 546714 416501 2230914 2157539 1799243 1742494 1690182 1073812 980340 957947 820642 795474 219437 215244 155048 42190 1245436 1872832 513789 1280210 1227370 5618 54640 2093031 1355702 1336021 1172255 521988 369104 261699 268052 613164 1469330 765377 270002 1495695 56075 1422557 412903 27557 516003 561722 2237002 2200910 2124917 2086622 2011603 1992116 1989651 1986979 1937718 1767130 1722159 1673587 1560204 1452766 1451225 1431066 994329 648237 644640 574660 180679 112417 59344 37475
1499237,1033598 331884 882874 2074872 985159 933650 851084 520089 382931 242021 2059598 403514 1457373 1315169 401993 1585077 591490 1497322 1439014 2195675 86338 1896691 1124168 1791518 1403762 1239892 812632 2051814 1739770 551389 51041 42952 840241 686840 523554 1635424 1942487 1897873 1141691 761477 1184236 594793 467209 1012795 466426 1042198 1783612 1627011 72333 552499 1520368 1734976 1687920 1645887 371926 163113 2100075 1935674 226384 651851 1153140 1512002 1339305 352629 1930947
1548390,827289 102400 905820 2033828 1075936 111351 1257937 837405 525669 860811 1968101 1141316 2212904 461272 1031517 644317 1947775 402290 570434 409936 490228 260241 1739294 793716 1389737 2163873 1469388 1222323 789989 235516
991338,1103258 2038361 180924 1060986 113260 1305459 645328 709553 2238203 1238838
1310829,720754 406772 951689 725279 2239168 1112014 2171041 2000654 1159824 916145 1328748 1205948 1004609 290358 176710 1764971 1087350 1344925 547903 1232326 1181605 1989309 491242 329742 307638
1359991,1318155 1313299 1116242 831649 1337658 159723 536143 655690 1596898 1248132 976599 548068 150002 1951904 1271578 542935 1169843 2233873 723182 291856 1748059 565726 1085987 329276 329276 569344 997899 1296381 1128550 500521 73174 1999674 1999674 1238525 798844 486535 323798 224675 894031 987545 2026453 930729 1419542 420966 2054753 2054753 638288 638288 1078093 1078093 1722013 69161 1402289 931961 931961 1125974 758795 2187505 646213 1267807 1981169 1214837 722305 722305 722305 722305 1296536 1402538 1855280 1247047 1270582 389868 1517389 1322934 184297 46147 1151324 3987 1143029 1480021 1646219 1460664 89624 1637473 669114 564445 4541 1660390 1660390 1724637 851355 1139028 1741408 1299366 1644873 1644873 800438 1834696 441221 1825199 1590442 772376 2060664 1682990 912022 199732 1037666 900606 582970 2004194 980893 1914451 1456632 1077273 2101741 906918 1375382 1375382 2046014 11024 1185413 1449908 1327744 701390 1736098 540610 2102176 2102176 1917050 1223018 363337 2151567 972955 630059 1307959 719530 1864323 1073776 228973 395091 1972392 375216 551120 518963 1813189 1735710 269223 1780962 716676 477407 1466152 1328181 1296007 1764700 396862 721160 680009 1929566 1480049 1010092 2057311 1721167 1411204 1216892 703856 374551 1111151 468649 152684 1694107 2074681 933387 637 105037 1751752 117647 1215321 945808 431923 1956641 1300199 800690 640112 2209017 1615037 791980 1262275 1530769 1056276 1405635 930493 1610624 290307 1564554 1372964 1372964 483086 2130047 1315854 771055 462066 867033 799167 365223 237139 2110981 1774644 780101 1650062 2119374 982902 930776 166565 1888187 1475176 1015327 258820 828429 374695 954127 156134 2238280 2031164 715486 1049056 1971387 557361 596885 626383 2000921 1729279 107009 2065455 571045 1215050 736774 1778157 1062676 1798614 2056130 1625926 1585146 1575782 1498199 1322274 1297747 1148555 613641 544738 356468 693712 2135514 1958772 1614993 1571429 1553945 1296576 793744 758936 344660 337676 233507 1766850 769088 1788669 2223032 855398 315988 1353656 567272 1940350 1659236 1005748 726303 508861 327589 297523 253686 1582599 606323 2057204 536828 396259 119266 61957 1942013 873539 24756 1851599 1620827 823820 773588 685173 415559 735945 532566 2170947 2124334 2063550 2010482 1981742 1825564 1671118 1584137 1409613 1395713 1303255 1295366 1083239 1066322 916886 844041 789922 673033 672102 630635 506427 394832 372482 339565 300519 198308 196759 91986 74014
1900665,2226116 2199831 1969897 1865471 1759699 1665171 1617487 1522624 1336455 1273839 1209371 987174 953705 884032 745671 514153 440310 384136 219359 175103 145669 2159159 129680 1006872 247505 4351 2146743 1791579 515902 503909 2138631 895443 995217 708281 650797 455289 1876897 958688 644577 475738 1284259 572727 1108704 247510 1374789 1270056 107788 1477874 2220014 1546011 2002083 1397602 1950852 1463398 862608 78611 1871621 174986 1903685 2126590 59662 2202413 1565453 1176358 1311530 2005466 1279193 1375957 365178 1640253 1943105 700987 579332 339400 19220 1004624 1679609 1149182 1719881 1724556 1231162 1060899 579141 363327 2183129 758739 2180242 926308 1942314 2110678 1551266 705283 605887 1437155 1642162 2134321 1954928 1900544 1567335 1543575 952072 736679 574309 2084335 2049707 1872122 1701129 1658801 1548455 993566 346039 164895 1725273 1409000 1065822 980417 637485 2071423 1260008 1819068 660251 1268949 1999020 424155 1444355 1336951 1377232 1722841 1310167 652186 1798289 359917 829702 203066 569046 1147371 522645 1557064 1150707 1632642 384454 1770310 1505587 388611 1625827 862401 1172161 2075685 1678320 1656042 1322708 1258205 1152984 1104363 1094871 619762 6871 875379 396436 611138 1072196 1069940 1676243 2029643 1583038 1518708 958728 2223407 1822041 1886962 340533 1417580 2010089 488312 1200126 789988 403843 1858507 691114 381936 2204972 2035313 968712 898163 43653 390764 1570077 50033 1771458 421465 1613923 1145249 2229290 1919718 1147698 216394 1982473 1229265 1267505 1954671 1486316 1703208 1175233 2205023 1942179 995206 557094 1862929 354622 457195 1675024 1150566 687520 1864330 1845216 2181131 523518 64589 783748 51202 51534 1673051 527904 505834 1038306 1690144 1983001 1743564 1598745 2156406 1188744 204892 665271 1617784 108292 1201486 2094421 1888010 349443 1173461 357081 1226086 2158127 1068050 863905 2204486 2192085 2019439 1493809 1296239 862393 313242 210427 2200810 1389485 1135050 373786 2138340 1699553 1233354 101167 2216406 1509076 1821525 2238619 2233738 2118228 2085212 2082311 2081593 2078541 2064974 2037083 2031779 1994262 1952480 1925335 1858900 1841881 1664641 1656677 1640654 1633320 1619381 1581540 1573384 1549120 1534305 1532862 1529879 1477481 1463764 1427974 1367264 1347574 1324518 1304600 1287252 1284417 1257132 1252596 1223866 1135446 1127122 1098484 1055150 1050516 1031689 982134 949032 894525 890907 890723 882017 866765 834333 793378 787681 743437 732721 718219 711564 707203 702527 692872 663958 657506 615417 582049 506505 472647 451546 448704 437629 433304 407702 350637 323065 299037 290296 278172 252636 204537 178784 53801 48922
483453,2216191 1922404 1706525 1430062 808330 1542630 1142302 642676 490212 1727527 1424997 108849 1112197 793950 738179 791150 1670675 443822 2128969 2243756 2250862 2093009 240718 1886074 1045174 326274 1421848 2193259 662920 783859 2064136 790277 1787501 208111 38826
409727,2049041 2126621 1297218 2042332 673649 385192 147495 1490627 1696542 638252 995369 93851 1863617 1250561 1937137 1169018 703117 2257750 1696912 880649 682124 48174 1840547 1516752 1049193 975755 1367424 1875893 1410060 1342788 1067902 1964179 851075 1488200 938357 54523
49287,47848 1682682 957878 2012154 2084511 131889 1443973 838154 117252 1905247 1030728 1641504 1748926 1764949 2140634 262180 1247954 438257 26356 2182765 591555 1535771 2208518 476032 1762999 1054049 1699272 2179348 1738531 1003349 779799 2224491 1396542 972251 369572 165859 1201771 456936 530099 1543480 1686545 997921
1106061,1977555 1917802 1564332 632680 1102179 1367628 389956 2149986 874368 1806330 1705658 395814 949926 833147 1119555 2025675 1653453 848849 334486 1663608 448433 1733620 878031 1653749 2155169 1269722 732254 2221946 775705 538291 88058 1088776 30782 1760272 854414 2188388 1852992 1340962 2255144 474006 394221 985436 216183 1449583 1573399 2178624 922367 744866 910900 1642739 795788 949849 494580 272217 2057439 1038559 1359339 334942 160233 907324 619032 2014489 1912168 792429 690202 226352 1625849 883296 419039 121796 113559 636030 2141071 1696797 459415 707760 698530 2249809 1546750 473534 1548850 1459600 2081146 901157 1020279 339109 692310 971654 666504 1420443 1383005 1678704 420704 612455 1711786 881724 260317 548158 33778 787732 1336774 1123871 875273 1320878 2240881 1944061 92353 201821 158872 1327148 174621 1278761 926507 2128699
82062,1548609 1639916 1120320 347121 1603203 91676 1308230 640889 1695022 2153031 773260 315827 150154 320184 282113 806052 189165 1362426 22412 2040210 843443 776010 1636588 765656 1754089 1312977 56501 1280107 1960799 2034279 1960023 746700 153455 554755 2221125 2206589 1486820 735737 900047 1216045 1169404 791167 1836651 645652 2064637 1894700 1421517 371770 1981585 1662495 1272186 2183346 2243126 1452430 1251752 970405 956166 1923646 1858217 1667632 1348285 1188450 154703 2258857 1585820 1475875 2206661 1670599 616475 506963 425234 906775 2212179 1002252 929413 72256
627950,1966959 2200286 231050 1078846 946784 2162468 469012 1102150 1897330 1121544 538579 50421 548227 1600 844165 1001415 2027683 1071343 3 109030 1950931 2140835 2258914 1315701 1845916 1589771 605016 2011998 2239719 1469820 850007 1564368 1380937 1548849 1337423 1248809 30759 640707 2135377 1822147
393362,466629 1974232 543851 2187059 152598 1275509
1958037,1754184 1804657 779319 1928551 1066290 1373532 49795 1426774 124020 80540 65722 1754122 1566758 2201879 564495 1881613 1759554 270481 1888510 860298
1089687,1259079 1764832 1721474 1686517 2104091 154121 83239 359105 311609 140079 49090 2166196 591843 559809 915571 1812118 945809
819354,2121983 1179882 1488070 1825657 878005 781959 599850 24804 611260 728618 2218705 688734 1407162 1112207 1543103 840792 765217 307959 1698703 6699 1923206 2151545 419924 2038755 1438668 168553 105245 1099445 1782133 1497959 1465520 1755733 1200296 846586 322923 472747 279617 1795728 1203766 2127523 1108468 1337631 1980589 997567 1991284 1767746 595110 981848 543955 723265 568300 1118085 1533441 1441922 939654 1417452 1644132 326612 351844 1230378 42664 1236318 1580950 1537717 1142892 1928439 1001096 736438 1642105 355011 1521741 2083446 2072575 730340 1780431 1184261 1650423 1975301 244372 1850572 1905747 2066889 1366090 2068129 2078233
2007195,1925905 1643705 387597 2219484 1837762 753690 1354222 191695 225239 413896 1164259 545042 1898673 61724 1442577 1068916 1445937 1848041 1148801 1496279 1403126 1719112 1055551 976266 939592 842750 1256167 1077998 514804 909333 1496516 949822 635081 1630588 834571 957336 54184 831157 1425188 1387642 1987227 763227 46717 1291773 2035917 41745 2038981 1756347 1515163 2101480 371009 168810 818599 1453508 1069435 618460 1619264 2008752 2016684 1484248 34083 1662721 1348909 236516 261380 456233 388465 1815759 991326 1993821 1598271 666338 474983 529145 2140069 1265011
1450141,998463 1910725 895459 1180341 626885 2171423 1544892 1057743 358158 1668877 236490 94960 533179 377527 1655735 662725 783128 1369019 1170970 954814 1495296 1194487 2022182 1364472 952662 427733 658760 2061685 1669888 895580 663101 798801 695701 1179605 171157 334459 142221 938701
491681,1300999 658598 1009960 1213417 750443 1819829 387051 54618 165238 1312823 146443 171458 1501904 41771 1963018 577898 1062866 575305 252631 636215 903963 1932213 235409 797535 695696 1264998 1917210 1469533 638905 382789 1427591 305851 2173732 82860 984138 849661 346456 146129 977882 611536 1238805 318155 1969791
1532072,2143971 1727936 1337514 1301093 1118637 1112962 1025382 746802 467151 248435 147736 141142 2107283 1449063 538404 1281699 1863021 926413 209872 1663877 571816 689073 1441240 892442 1174512 1187438 1019193 1421655 805925 1081206 662059 461006 141740 108350 117418 1335467 1894676 2221528 2203907 604199 1780260 2253528 1116752 2219244 210252 1728313 430860 737875 798564 1575024 184053 608730 153568 720020
1540266,1513482 2101466 1738411 771583 1855959
1269933,2202885 2167440 1991026 1853308 1749182 1673482 1673482 1667053 1572729 1068472 968080 849076 696216 571811 460078 327499 136627 693111 652964 497739 2097874 1482120 1383477 1357557 592351 592351 538021 1270851 641429 971820 1102691 1715398 1066611 1651792 1575251 1505237 173135 173135 2049416 912505 2257187 1107039 781015 2254915 2254915 1240572 1240572 95191 971225 1201459 21585 109052 1854507 109987 447706 530725 2044665 1849337 297681
843954,1332268 2010434 1014822 1888726 1001797 1020081 1331304 1033825 1881276 436653 2196114 1153285 219153 1568025 1085085 506999 1962791 1578899 2063500 1285739 2063662 1373625 122742 2002205 2210312 807896 1229332 402773 407793 685274 1005513 443469 1777896 468001 437995 2069257 716339 725972 2150686 534069 1813713 49497 149108
409779,2099003 2101000 2030073 1543392 779845 1199569 2059225
172212,1595713 1106801 212993 1034261 2006386 110851 2250302 2173283 2042796 1867419 1700172 1241782 941894 800930 733685 687803 632643 423571 408066 108394 2226274 560495 236652 1092355 2069826
2138298,87272 1454128 1454128 1023546 1023546 659303 974436 551272 2153454 2153454 805373 805373 13584 1000626 1476772 691458 859683 859683 397648 397648 1306470 1306470 510688 739600 1118605 2072909 2072909 226180 226180 979984 848789 844223 1721555 1721555 1323833 282624 1637533 1637533 2170720
876735,1154679 648433 1759401
393408,1236190 1805873 1654709 1159765 249810 288093 865931 2087601 25102 2104166 1887815 2087643 1920256 1091319 1507787 833506 2159789 263372 2211424 1711922 1664989 1486347 1102652 1014700 863471 1227224 1876199 1645035 601852 1047394 1261513 969842 1012763 1286802 1088644 141141 1097289 1085384 168773 1766786 1666716 937733 1317016 1929806 2132307 942619 701963 1860838 770811 2097318 1933277 626408
393409,2247882 2123665 1969950 1638768 1300444 392324 276172 217669 211427 94045 2071941 1361045 2049273 2101703 1786692 1364943 310652 1340095 517851 1331367 1838913 132483 52607 1260585 1459796 1922397 1220043 1139875 1561545 1260215 1253832 1606719 641011 1229422 669943 1215605 1109377
188614,2225480 2198589 2156246 2130727 2122007 2065575 1973797 1949691 1942597 1925532 1897171 1687386 1615181 1561238 1560515 1560299 1533496 1506845 1305569 1248277 1150262 1139596 763667 661933 543954 466517 363894 357141 186005 135978 131598 87687 69952 17232 1091811 2066468 1799149 1495218 95675 1920114 1652873 341513 775476 105959 2056515 1073299 1064395 195143 1355733 1061146 2238771 2077001 1465052 856934 719952 196496 2216170 1697469 565419 216483 198836 1291 1561710 1531354 918935 914108 2200641 964439 1411028 1562273 1773252 1169824 647525 619981 988355 2035695 197779 9437 1989322 1223504 589156 1983468 1927764 1756607 1556811 2097438 2139874 739353 1521130 844326 1303212 2678 367606 809176 898804 1222394 1306204 363790 1311057 1231794 865825 1253279 1928772 1150966 252399 67429 2021809 312064 1999944 506147 1512642 343573 1410452 176056 1307842 354287 1707369 1989364 325945 1801176 2255296 447985 1429670 1214109 1447630 1038054 1751943 281317 1547496 287116 527139 1615023 592601 946657 1219356 1315501 2165936 1834255 593946 1604962 2059337 1834479 1167334 2006550 2135933 1541373 1481605 2196486 2183466 1611641 950686 779209 439693 256145 236763 116479 4314 2015711 837419 876114 1774739 1491532 1311562 1006653 790654 790133 440374 429438 183167 40950 1439965 1811294 2206225 219915 2132985 1229670 1598640 1225360 936205 1485730 333525 2029458 95855 2174924 2138510 2051935 1476867 202166 1996072 1934518 102150 1992386 1973900 1424839 1416578 1058352 2016860 1981708 1387699
852171,1463447 556914 2159720 1596836 1521205 1684900 688232 423238 1293544
